state,latitude,longitude,stars,open,alcohol,noiseLevel,attire,priceRange,delivery,ambience,parking,dietaryRestrictions,waiterService,smoking,caters,recommendedFor,goodForGroups,goodForKids,outdoorSeating
NV,1,1,4.5,True,none,average,casual,1.0,False,[],[],,True,,,[],True,,False
AZ,1,1,3.5,False,full_bar,,casual,2.0,False,,['lot'],"['dairy-free', 'vegetarian']",False,,,"['lunch', 'dinner']",True,,False
AZ,1,1,3.5,False,none,quiet,casual,1.0,,[],[],,False,,True,[],,,True
PA,2,2,3.0,True,none,average,casual,1.0,,[],[],,True,,,[],True,,False
AZ,1,1,3.0,True,none,quiet,casual,1.0,,[],[],,True,,,[],True,,False
AZ,1,1,3.0,True,full_bar,quiet,casual,1.0,True,[],['lot'],,,,,[],False,,False
QC,3,2,3.5,True,none,quiet,casual,1.0,False,[],[],,True,,,[],False,,False
QC,3,2,4.5,True,full_bar,quiet,casual,3.0,,[],['street'],,True,,,"['dessert', 'latenight', 'dinner']",True,,True
EDH,5,5,3.5,True,full_bar,,,1.0,False,,['street'],,False,outdoor,False,[],True,,True
NC,1,2,3.5,True,none,average,casual,1.0,False,[],[],,True,,,[],False,,False
QC,3,2,4.0,False,full_bar,average,casual,2.0,False,[],['street'],,False,,,['dinner'],True,,True
AZ,1,1,1.5,True,none,quiet,casual,1.0,False,[],[],,True,,,[],True,,False
WI,3,2,3.0,False,none,quiet,casual,2.0,True,[],['street'],,,,,['lunch'],True,,False
BW,4,5,4.0,True,none,,casual,3.0,False,[],[],,True,outdoor,,[],True,,True
PA,2,2,4.5,False,full_bar,quiet,casual,2.0,False,[],['valet'],,False,,True,['dinner'],True,,True
QC,3,2,3.5,True,none,quiet,casual,2.0,False,[],[],,True,,True,['lunch'],False,,True
QC,3,2,4.5,True,none,quiet,casual,2.0,,[],[],,,,,"['lunch', 'dinner']",False,,True
QC,3,2,5.0,True,none,quiet,casual,4.0,False,[],['lot'],,False,,False,[],True,,False
IL,2,2,2.0,False,none,very_loud,casual,2.0,True,[],[],,True,,,[],,,False
QC,3,2,3.5,False,full_bar,very_loud,formal,3.0,False,[],[],,True,,False,[],True,,False
QC,3,2,4.0,True,none,average,casual,1.0,False,[],[],,True,,,[],True,,True
PA,2,2,4.5,False,none,quiet,casual,1.0,False,[],['street'],,True,,,[],True,,False
EDH,5,5,3.5,True,beer_and_wine,quiet,casual,2.0,,[],[],,False,,True,[],True,,True
PA,2,2,4.0,True,none,average,casual,1.0,True,[],[],,True,,False,[],,,False
PA,2,2,5.0,True,full_bar,average,casual,2.0,False,[],[],,True,,False,,True,,True
IL,2,2,4.0,True,beer_and_wine,quiet,casual,2.0,False,[],[],,,,,[],True,,False
PA,2,2,3.5,True,beer_and_wine,average,casual,1.0,True,[],['lot'],,False,,,['lunch'],True,,False
NV,1,1,1.5,True,none,average,casual,1.0,False,[],[],,True,,,[],True,,False
QC,3,2,4.0,True,none,quiet,casual,2.0,True,[],[],,False,,,[],False,,False
EDH,5,5,4.0,True,none,,casual,1.0,True,,['street'],['vegan'],,,,"['lunch', 'brunch']",True,,False
EDH,5,5,4.5,True,full_bar,,dressy,4.0,False,[],[],,,,False,[],True,,False
WI,3,2,4.0,True,full_bar,average,,1.0,,[],[],,False,outdoor,,,True,,False
NC,1,2,1.5,True,none,,casual,1.0,False,[],[],,False,,,[],True,,False
WI,3,2,3.0,False,none,,casual,1.0,False,[],[],,True,,,[],True,,False
QC,3,2,4.0,True,none,average,casual,1.0,,[],[],,True,,,[],True,,False
QC,3,2,3.5,True,none,quiet,casual,2.0,,[],[],,True,,,[],True,,False
QC,3,2,4.5,True,none,,casual,1.0,False,[],[],,,,,[],True,,True
PA,2,2,2.5,False,full_bar,average,casual,1.0,,[],[],,False,no,,,,,True
QC,3,2,4.0,True,none,average,casual,1.0,,[],[],,False,,False,[],False,,False
QC,3,2,4.5,False,none,quiet,casual,2.0,False,[],[],,True,,,[],False,,False
EDH,5,5,3.5,True,full_bar,quiet,dressy,3.0,,[],[],,False,,,[],True,,False
AZ,1,1,4.0,True,none,average,casual,2.0,False,[],[],,True,,,[],True,,True
QC,3,2,4.0,True,full_bar,average,casual,2.0,False,[],[],,True,,,[],True,,False
QC,3,2,3.5,False,full_bar,average,casual,2.0,False,['romantic'],[],,True,,,['dinner'],True,,True
QC,3,2,4.5,True,none,average,casual,3.0,,[],[],,True,,,[],True,,False
ON,3,2,4.5,True,beer_and_wine,average,casual,2.0,,[],[],,True,,,"['lunch', 'dinner']",True,,True
EDH,5,5,3.5,True,full_bar,loud,casual,2.0,False,[],[],,True,,,[],True,,False
NC,1,2,3.0,False,full_bar,,casual,2.0,False,,"['street', 'lot']",,True,outdoor,,"['lunch', 'dinner']",True,,True
AZ,1,1,3.5,False,full_bar,,casual,2.0,False,,['lot'],,True,no,,"['lunch', 'dinner']",True,,True
AZ,1,1,3.5,False,none,quiet,casual,2.0,,[],[],,True,,,[],True,,False
EDH,5,5,4.0,True,full_bar,quiet,casual,1.0,False,[],[],,False,,,[],True,,False
AZ,1,1,2.0,True,none,quiet,casual,1.0,False,[],['lot'],,,,True,,False,,True
NC,1,2,5.0,False,full_bar,average,,2.0,,[],"['garage', 'street']",,True,no,,,,,True
EDH,5,5,5.0,True,full_bar,quiet,casual,2.0,False,[],['street'],,True,,,"['latenight', 'dinner']",True,,False
QC,3,2,4.5,True,none,quiet,dressy,2.0,,[],[],,False,,False,[],True,,False
AZ,1,1,2.0,False,none,average,casual,2.0,True,[],[],,True,,False,,False,,False
QC,3,2,3.0,True,beer_and_wine,average,casual,2.0,,[],[],,True,,,[],True,,False
QC,3,2,3.5,True,full_bar,average,,2.0,,[],[],,,,True,['dinner'],True,,False
EDH,5,5,3.5,True,full_bar,average,,2.0,,[],[],,False,outdoor,,,True,,True
EDH,5,5,3.5,True,none,average,casual,1.0,,[],[],,False,,,[],True,,True
PA,2,2,3.5,True,none,,casual,1.0,True,[],['street'],,,,True,,True,,True
BW,4,5,3.5,True,beer_and_wine,,dressy,4.0,,[],['lot'],,True,outdoor,,[],True,False,True
QC,3,2,2.5,True,none,quiet,casual,2.0,,[],[],,True,,,[],True,,False
AZ,1,1,4.0,False,none,,casual,1.0,,[],[],,False,,,[],True,,False
WI,3,2,3.5,True,none,average,casual,1.0,False,[],,,False,,False,[],False,,True
AZ,1,1,3.0,True,beer_and_wine,,,,True,[],[],,False,,False,[],,,False
QC,3,2,3.0,True,beer_and_wine,,casual,2.0,False,[],,,False,,,[],False,,True
AZ,1,1,2.0,True,none,average,,2.0,True,[],[],,True,,False,,False,,False
EDH,5,5,4.0,True,full_bar,quiet,casual,3.0,False,[],,,,,False,[],True,,False
QC,3,2,4.0,True,none,average,casual,1.0,,[],[],,,,False,[],,,False
QC,3,2,4.0,True,full_bar,average,casual,2.0,False,[],,,True,,False,[],True,,False
NV,1,1,4.0,False,none,quiet,casual,1.0,True,[],[],,True,,True,,True,,False
AZ,1,1,5.0,True,full_bar,quiet,casual,2.0,False,[],[],,False,,True,,True,,False
IL,2,2,3.5,True,none,average,casual,1.0,False,[],,,True,,,[],False,,False
EDH,5,5,4.0,True,none,loud,casual,2.0,,[],,,False,,,[],True,True,False
PA,2,2,3.0,True,none,average,casual,1.0,False,[],['lot'],,True,,False,,False,,False
WI,3,2,4.5,False,full_bar,,casual,2.0,,[],[],,,,,[],True,,False
ON,3,2,4.5,True,none,,casual,2.0,True,[],[],,True,,,[],False,,False
QC,3,2,5.0,True,none,quiet,casual,2.0,False,[],[],,,,True,,True,,False
BW,4,5,4.0,True,beer_and_wine,,casual,2.0,True,[],['street'],,,outdoor,,['dinner'],True,True,False
PA,2,2,4.0,True,none,quiet,,2.0,True,[],[],,True,,,[],,,False
AZ,1,1,3.5,False,full_bar,,casual,1.0,False,,['lot'],,True,,,"['lunch', 'dinner', 'breakfast']",True,True,False
NC,1,2,4.5,True,none,quiet,casual,1.0,False,,['lot'],,,,False,[],True,,False
EDH,5,5,4.5,True,beer_and_wine,,,2.0,,[],[],,True,,,,True,,False
ON,3,2,3.5,True,none,average,casual,1.0,False,[],[],,,,,,True,,True
PA,2,2,4.5,False,none,quiet,casual,1.0,False,[],[],,False,,,[],,,False
NV,1,1,1.5,True,none,,casual,2.0,True,[],,,False,,,[],True,,False
WI,3,2,3.0,True,none,quiet,casual,1.0,True,,[],,True,,False,[],True,,False
NV,1,1,3.5,False,full_bar,,casual,2.0,False,,['lot'],,True,,,['dinner'],True,False,True
EDH,5,5,3.5,True,none,average,casual,2.0,False,,['street'],,False,,,[],True,False,False
NC,1,2,4.5,True,none,quiet,casual,1.0,False,,[],,,,False,[],False,,False
BW,4,5,3.0,True,beer_and_wine,,casual,2.0,False,,['street'],,False,no,,,True,,True
AZ,1,1,4.0,False,none,quiet,casual,1.0,False,,[],,False,,False,[],True,,False
AZ,1,1,4.5,True,none,average,casual,1.0,,[],[],,,,,,False,,False
AZ,1,1,4.5,True,none,average,,2.0,,[],[],,False,,,,True,,False
AZ,1,1,4.5,True,none,quiet,casual,2.0,False,[],[],,True,,,,True,,False
NC,1,2,2.5,True,none,quiet,casual,1.0,True,,[],,False,,,[],True,,False
AZ,1,1,2.5,False,none,,casual,1.0,False,,[],,True,,,[],False,True,True
QC,3,2,3.0,True,beer_and_wine,,casual,2.0,True,[],,,True,,,[],True,,True
ON,3,2,4.0,True,full_bar,,casual,3.0,False,,['street'],,False,,,[],True,,True
EDH,5,5,4.0,True,none,,casual,1.0,True,,[],,False,,,[],True,,False
NC,1,2,3.5,False,none,average,casual,2.0,True,,[],,True,,,[],False,,False
AZ,1,1,3.0,False,none,,casual,2.0,False,,['lot'],,False,,False,"['lunch', 'dinner']",True,,False
AZ,1,1,3.5,False,none,quiet,casual,1.0,False,,['lot'],,,,,['lunch'],True,,True
EDH,5,5,3.5,True,full_bar,average,casual,2.0,,[],[],,True,outdoor,,,True,,True
NC,1,2,4.5,False,none,loud,casual,1.0,,[],,,False,,,[],True,,False
AZ,1,1,1.5,True,none,loud,casual,1.0,False,,[],,True,,False,[],True,,True
AZ,1,1,1.5,True,full_bar,very_loud,casual,1.0,False,[],[],,,,,,True,,True
QC,3,2,5.0,True,full_bar,average,,2.0,,[],['street'],,,outdoor,,,True,,True
QC,3,2,4.5,True,full_bar,loud,,2.0,,[],[],,False,,,,True,,True
AZ,1,1,5.0,True,none,quiet,casual,1.0,True,,[],,,,True,[],True,,False
EDH,5,5,4.0,True,beer_and_wine,,dressy,3.0,False,,[],['vegan'],True,,,,True,,False
PA,2,2,2.0,True,full_bar,average,casual,2.0,False,[],[],,,,,,True,,False
NV,1,1,5.0,True,none,average,casual,1.0,True,[],,,True,,True,[],,,False
AZ,1,1,4.5,True,none,quiet,casual,1.0,False,,[],,False,,,[],True,,False
SC,1,2,4.5,True,beer_and_wine,,casual,1.0,False,,[],,True,,,[],True,,True
AZ,1,1,3.0,False,full_bar,,casual,2.0,False,,['lot'],,True,,,[],True,,False
PA,2,2,3.0,False,full_bar,loud,casual,2.0,True,,[],,False,,,[],True,True,False
AZ,1,1,4.0,False,none,average,casual,,True,[],['lot'],,True,,,,,,False
AZ,1,1,4.5,False,full_bar,,casual,1.0,False,,[],,True,,,[],True,True,True
NV,1,1,3.0,False,beer_and_wine,,casual,1.0,False,,['lot'],,True,,,[],True,,True
NV,1,1,4.0,False,full_bar,,casual,2.0,False,,['lot'],,True,,,"['lunch', 'dinner']",True,False,False
QC,3,2,3.5,True,none,quiet,casual,3.0,,[],,,False,,,[],False,,False
QC,3,2,3.5,True,none,,casual,1.0,False,,[],,True,,,"['lunch', 'dinner']",True,,False
ON,3,2,3.0,True,full_bar,quiet,casual,2.0,False,,[],,True,,,['dinner'],True,,False
NV,1,1,2.5,False,full_bar,loud,casual,2.0,False,,"['street', 'lot']",,True,,,[],True,,True
QC,3,2,4.5,True,none,quiet,casual,2.0,True,[],,,,,True,[],True,,False
PA,2,2,4.5,True,none,,casual,1.0,False,[],[],,,,,,False,,False
NV,1,1,3.5,False,none,,casual,2.0,True,[],[],,False,,,,True,,False
NV,1,1,4.5,True,none,,casual,1.0,False,,['lot'],,True,,False,[],True,,False
PA,2,2,3.0,False,full_bar,,casual,1.0,False,,[],,,,,[],True,,False
AZ,1,1,3.5,True,none,,,2.0,False,[],,,False,,,[],True,,False
AZ,1,1,4.0,False,beer_and_wine,,casual,1.0,False,,['lot'],,True,,,"['lunch', 'dinner']",True,,True
PA,2,2,3.5,False,full_bar,,casual,2.0,False,,[],,False,,,['dinner'],True,,False
WI,3,2,4.0,True,none,,casual,1.0,,[],[],,True,,,,True,,False
AZ,1,1,2.5,False,none,,casual,1.0,False,,['lot'],,True,,,[],True,True,False
NV,1,1,3.5,True,full_bar,,casual,3.0,False,,"['garage', 'valet']",,False,,,['dinner'],True,,False
AZ,1,1,3.5,True,none,,casual,1.0,False,,[],,True,,,[],False,,True
AZ,1,1,2.0,False,full_bar,,casual,2.0,False,,['lot'],,True,,,"['lunch', 'dinner']",True,,True
NV,1,1,3.0,True,full_bar,quiet,casual,1.0,False,,['lot'],,False,,,[],True,,False
QC,3,2,3.0,True,none,,casual,1.0,True,,[],,,,,['latenight'],True,,True
QC,3,2,4.5,True,beer_and_wine,average,casual,2.0,,[],[],,True,,,,True,,False
QC,3,2,3.5,True,full_bar,,casual,3.0,False,,[],,True,,,"['lunch', 'dinner']",True,,False
QC,3,2,3.0,False,none,,casual,2.0,False,,[],,True,,,[],True,,False
QC,3,2,4.5,True,none,average,casual,2.0,False,,[],,True,,,[],True,,True
NC,1,2,2.5,False,full_bar,,casual,2.0,False,,['lot'],,True,,,['lunch'],True,,True
MLN,5,5,4.0,True,full_bar,,casual,2.0,True,,[],,False,,,['dinner'],True,,False
EDH,5,5,4.5,True,none,,casual,1.0,False,,[],,False,,,[],False,,False
EDH,5,5,4.0,True,none,,casual,1.0,True,,[],,False,,,[],True,,False
AZ,1,1,2.5,False,none,,casual,1.0,False,,['lot'],,True,,,[],True,,True
AZ,1,1,3.0,False,none,,casual,1.0,False,,['lot'],,True,,,['breakfast'],True,,True
AZ,1,1,3.5,False,full_bar,,casual,2.0,False,,['street'],,False,,,"['lunch', 'dinner']",True,,True
NV,1,1,4.0,False,none,,casual,1.0,True,,['lot'],,True,,,"['lunch', 'dinner']",True,,True
AZ,1,1,4.0,False,none,,casual,1.0,True,,['lot'],,False,,,"['lunch', 'dinner']",True,,True
WI,3,2,2.0,True,beer_and_wine,,casual,1.0,True,,['street'],,True,,,['latenight'],True,,False
PA,2,2,2.5,False,full_bar,,casual,2.0,,,['lot'],,True,no,,[],True,,False
NC,1,2,3.0,False,none,,casual,1.0,True,,['lot'],,False,,,['breakfast'],True,,False
AZ,1,1,2.5,False,beer_and_wine,,casual,1.0,False,,['lot'],,True,,,"['lunch', 'dinner']",True,,True
EDH,5,5,3.0,True,beer_and_wine,,casual,3.0,,,[],,,,True,[],True,True,True
QC,3,2,4.0,True,none,,casual,2.0,,[],[],,True,,,[],,,False
PA,2,2,2.0,True,none,quiet,casual,1.0,False,[],[],,True,,,,True,,False
QC,3,2,4.0,True,none,average,casual,2.0,,[],[],,True,,,,True,,False
NV,1,1,3.0,False,none,,casual,1.0,False,,[],,False,,,[],,,True
AZ,1,1,3.5,False,none,,casual,1.0,False,,[],,True,,,[],,,True
AZ,1,1,4.0,False,beer_and_wine,,casual,2.0,True,,[],,False,,,[],True,,False
NV,1,1,3.5,False,beer_and_wine,,casual,1.0,False,,[],,False,,,[],False,,True
NC,1,2,3.0,False,none,,casual,1.0,,,[],,,,,[],True,,False
EDH,5,5,3.5,True,none,,casual,2.0,False,,['street'],,,,,[],False,,True
EDH,5,5,3.5,True,full_bar,average,casual,2.0,,,[],,False,outdoor,,,True,,False
AZ,1,1,3.5,False,beer_and_wine,,casual,1.0,False,,[],,True,,,[],True,,False
AZ,1,1,2.0,True,full_bar,,casual,3.0,False,,['lot'],,True,,,"['lunch', 'dinner']",True,,False
NV,1,1,3.0,False,full_bar,,casual,2.0,False,,['lot'],,,,,"['latenight', 'lunch', 'dinner', 'breakfast']",True,,True
WI,3,2,3.5,False,beer_and_wine,,casual,2.0,False,,['street'],,,,,"['lunch', 'dinner']",False,,True
NV,1,1,4.5,True,none,,casual,2.0,True,,[],,,,,[],True,,False
MLN,5,5,1.5,True,full_bar,very_loud,,1.0,,,[],,,outdoor,,,False,,False
WI,3,2,3.5,True,full_bar,,,1.0,,[],[],,False,outdoor,,,True,,False
NC,1,2,3.0,True,none,average,casual,1.0,False,,,,False,,,['lunch'],False,False,False
PA,2,2,4.5,False,none,,casual,1.0,False,,[],,True,,,['latenight'],False,,False
NC,1,2,3.0,False,none,,casual,2.0,,,[],,False,,,[],True,,False
QC,3,2,3.5,False,none,,casual,1.0,False,,[],,,,,[],True,,False
QC,3,2,4.5,True,none,average,casual,2.0,True,,[],,True,,,[],True,,False
AZ,1,1,3.0,True,none,,casual,1.0,,,[],,True,,,[],True,,False
QC,3,2,3.5,True,none,,casual,2.0,,,[],,False,,,[],True,,False
EDH,5,5,4.0,True,none,quiet,casual,2.0,,[],[],,False,,,,True,,True
AZ,1,1,1.5,False,beer_and_wine,,casual,1.0,,,[],,,,,[],True,,False
NV,1,1,5.0,True,none,,dressy,1.0,False,,[],,,,,[],True,,False
PA,2,2,4.0,True,none,,casual,1.0,True,,[],,True,,,[],True,,False
AZ,1,1,3.5,False,none,,casual,1.0,,,['lot'],,True,,,[],True,True,True
QC,3,2,3.0,True,full_bar,,casual,2.0,False,,[],,,,,[],True,,False
EDH,5,5,3.5,True,full_bar,loud,,3.0,,,['street'],,True,outdoor,,,,,True
EDH,5,5,3.0,True,none,average,,2.0,True,,[],,True,,,[],True,,False
NC,1,2,4.5,False,none,,casual,1.0,False,,[],,,,,[],,,False
NV,1,1,2.5,False,full_bar,average,,3.0,,,"['garage', 'valet']",,,yes,,,True,,False
PA,2,2,3.5,True,none,,casual,1.0,True,,[],,False,,,[],True,,False
QC,3,2,3.0,True,none,loud,casual,3.0,,"['trendy','casual']",[],,False,,,,True,,True
AZ,1,1,2.5,True,none,quiet,casual,2.0,True,,[],,False,,False,,True,,False
QC,3,2,2.0,True,none,,,2.0,False,,[],,,,False,[],False,,False
NV,1,1,3.0,False,full_bar,,casual,1.0,False,[],,,,,,,True,,False
NV,1,1,3.5,True,none,quiet,casual,2.0,True,,,,,,,[],True,,False
NV,1,1,3.5,False,full_bar,,,2.0,,,[],,,yes,,,False,,False
NC,1,2,3.5,False,full_bar,,,2.0,,,['street'],,,outdoor,,,True,,True
IL,2,2,4.5,False,full_bar,,,3.0,,,[],,False,outdoor,,,True,,False
PA,2,2,1.5,True,none,,casual,1.0,True,,,,,,,[],False,,False
AZ,1,1,3.5,False,full_bar,,,1.0,,,[],,True,outdoor,,,True,,False
QC,3,2,4.5,True,none,average,casual,2.0,,,['street'],,,,,[],True,,False
EDH,5,5,5.0,True,none,,casual,2.0,,,[],,,,,['lunch'],True,True,False
PA,2,2,4.0,False,none,,casual,2.0,,,[],,,,,[],False,,False
QC,3,2,4.0,True,none,quiet,casual,2.0,False,,,,,,,[],False,,False
QC,3,2,2.5,True,none,,casual,2.0,,[],[],,,,,,True,,False
WI,3,2,5.0,True,none,quiet,casual,1.0,False,,,,True,,,[],True,,True
NV,1,1,3.0,False,none,average,casual,,False,,['garage'],,,,True,,,,True
PA,2,2,4.0,True,none,,casual,1.0,False,,[],,,,,[],True,,False
AZ,1,1,4.0,False,full_bar,,,1.0,,,[],,,outdoor,,,True,,False
AZ,1,1,2.5,True,none,,,1.0,,,[],,True,,,,True,,True
QC,3,2,4.5,True,full_bar,quiet,casual,3.0,False,,[],,,,,,True,,True
EDH,5,5,3.5,True,full_bar,,,2.0,,,[],,False,no,,,True,,False
NC,1,2,2.0,False,none,quiet,casual,1.0,,,,,,,,[],False,,False
QC,3,2,3.5,True,beer_and_wine,quiet,casual,2.0,,[],,,,,,,True,,False
QC,3,2,3.5,True,full_bar,loud,,3.0,,[],,,,,,,True,,False
WI,3,2,3.5,True,none,,casual,1.0,,[],,,True,,,,True,,False
MLN,5,5,4.0,True,none,average,casual,2.0,,[],,,,,,,,,False
NV,1,1,3.0,True,none,,,,,[],[],,False,,,,,,False
NV,1,1,2.5,False,none,,casual,2.0,False,,[],,True,,,,True,,False
AZ,1,1,3.0,False,beer_and_wine,average,casual,1.0,False,,,,,,,"['lunch', 'dinner']",True,,False
QC,3,2,4.0,True,none,,formal,2.0,False,[],,,,,False,,True,,False
EDH,5,5,4.0,True,full_bar,,casual,2.0,False,,,,,,,[],True,,True
NV,1,1,3.0,True,none,,,,True,['casual'],[],,,,,,,,False
QC,3,2,3.0,True,none,average,casual,2.0,,,[],,True,,,[],,,False
QC,3,2,4.0,True,none,quiet,casual,3.0,False,,,,False,,,[],False,,False
IL,2,2,4.5,True,none,,,2.0,False,,['lot'],,,,,,,,False
AZ,1,1,3.0,True,none,average,,2.0,True,,[],,False,,True,,True,,False
PA,2,2,2.5,True,none,quiet,casual,1.0,True,,[],,True,,,,False,,False
QC,3,2,4.0,True,none,average,,,,[],,,,,,,,,False
EDH,5,5,2.5,True,none,,,3.0,,[],[],,,no,,,,,False
AZ,1,1,3.0,True,none,,casual,3.0,,['casual'],,,,,,,True,,False
PA,2,2,4.0,True,none,,casual,2.0,True,,,,False,,,[],False,,False
QC,3,2,3.5,True,none,quiet,casual,2.0,True,,[],,True,,,,False,,False
NC,1,2,3.5,False,none,loud,,2.0,True,,,,False,,,[],True,,False
AZ,1,1,5.0,False,none,,casual,1.0,False,,,,,,,[],,,True
QC,3,2,4.5,True,none,,casual,2.0,,,[],,,,True,,True,,False
QC,3,2,4.0,True,none,,,2.0,,[],,,,,,,True,,False
AZ,1,1,4.5,True,none,,casual,2.0,False,,,,False,,,[],True,,False
NV,1,1,3.5,True,none,,,,False,[],,,,,,,,,False
AZ,1,1,1.0,True,none,,casual,1.0,False,,,,False,,,[],False,,False
PA,2,2,3.0,True,none,,,2.0,True,,,,,,,[],True,,False
AZ,1,1,4.0,True,none,,casual,2.0,True,,,,,,,[],True,,False
AZ,1,1,4.0,True,none,quiet,casual,,,[],,,,,,,,,False
EDH,5,5,3.0,True,none,,casual,1.0,,[],,,,,,,True,,True
QC,3,2,4.0,True,none,,dressy,2.0,False,,,,,,,[],True,,False
AZ,1,1,3.5,True,none,,,,,,[],,False,,,[],,,False
AZ,1,1,2.5,True,none,loud,casual,1.0,,,,,,,False,,False,,False
EDH,5,5,4.0,True,full_bar,,,4.0,,,[],,True,,,,,,False
EDH,5,5,4.0,True,beer_and_wine,,casual,1.0,,[],,,,,,,,,False
AZ,1,1,2.5,False,none,,casual,,False,,,,,,,[],True,,True
AZ,1,1,3.5,False,none,,casual,2.0,True,,[],,,,,,True,,False
MLN,5,5,3.5,True,none,,,,False,,,,,,,,False,,False
PA,2,2,4.0,True,none,,casual,1.0,False,,[],,,,,,True,,False
AZ,1,1,5.0,True,none,,casual,1.0,,,[],,,,,,True,,True
WI,3,2,3.5,True,none,,casual,,False,,[],,,,True,,,,False
AZ,1,1,3.5,True,none,,,1.0,,,[],,,yes,,,True,,True
EDH,5,5,4.5,True,none,,,1.0,,,['street'],,True,,,,,,False
PA,2,2,3.5,False,full_bar,very_loud,casual,,False,,[],,,,,,,,False
ON,3,2,4.0,True,none,average,casual,2.0,,,[],,,,,,,,False
QC,3,2,4.0,True,none,,,2.0,False,,,,,,,[],True,,False
PA,2,2,5.0,False,none,,,,True,[],,,,,,,True,,False
WI,3,2,5.0,False,none,,casual,1.0,False,,[],,,,,,True,,False
NC,1,2,1.0,True,none,,casual,1.0,True,,[],,,,,,,,False
EDH,5,5,4.5,False,none,,,1.0,,,['street'],,False,,,,True,,False
PA,2,2,3.5,True,none,average,casual,1.0,False,,,,,,False,,True,,False
EDH,5,5,4.0,True,none,,,,False,,,,,,,[],False,,False
QC,3,2,4.0,True,none,,,1.0,,,[],,,,,,True,,False
WI,3,2,4.5,False,none,,,1.0,,,['lot'],,,,,,,,True
IL,2,2,2.0,True,none,,,3.0,,,[],,,,,,,,False
AZ,1,1,2.5,True,none,,casual,1.0,True,,,,,,False,,False,,False
QC,3,2,4.0,True,none,,,2.0,,,,,,,,[],True,,False
QC,3,2,4.0,True,none,very_loud,,,,,[],,,,,,True,,False
EDH,5,5,4.0,True,none,,,2.0,,,[],,,,,,,,True
QC,3,2,4.5,True,none,,casual,,,[],,,,,,,,,False
AZ,1,1,4.5,False,none,,,1.0,,,['street'],,,,,,,,True
NV,1,1,4.0,True,none,,,,,,,,,,,[],True,,False
PA,2,2,4.5,True,none,,,2.0,False,,['lot'],,,,,,,,False
AZ,1,1,3.0,True,none,,,1.0,,,['lot'],,,,,,,,False
AZ,1,1,5.0,True,none,average,casual,,True,,,,,,False,,False,,False
NV,1,1,3.0,True,none,loud,,1.0,,,[],,,,,,,,False
NC,1,2,4.0,False,none,,,2.0,,,['lot'],,,,,,,,True
AZ,1,1,3.5,False,none,,,1.0,,,['lot'],,True,,,,,,False
QC,3,2,4.5,True,none,,,2.0,,,,,,,,[],,,False
QC,3,2,3.5,True,full_bar,loud,,2.0,,,,,,,,,True,,False
WI,3,2,3.5,True,none,,,2.0,,,['lot'],,,,,,,,False
AZ,1,1,2.5,True,none,,,1.0,,,[],,,,,,,,False
EDH,5,5,4.0,True,none,,,3.0,,,[],,,,,,,,True
ON,3,2,4.5,False,none,,,2.0,,,[],,,,,,True,,False
EDH,5,5,4.0,True,none,,,,,[],,,,,,,,,False
QC,3,2,3.5,True,none,,casual,1.0,False,,,,,,,,False,,False
PA,2,2,5.0,True,none,,,1.0,,,[],,,,,,,,False
PA,2,2,3.5,True,full_bar,,casual,1.0,False,,,,,no,,,,,False
NC,1,2,4.5,True,none,,,,,,[],,,,,,,,False
NC,1,2,3.5,False,none,,casual,1.0,False,,,,,,,,True,,False
WI,3,2,4.5,True,none,,,1.0,,,['street'],,,,,,,,False
AZ,1,1,2.0,True,none,,casual,,True,,,,,,False,,True,,False
AZ,1,1,3.0,True,none,,casual,2.0,False,,,,,,,,True,,True
WI,3,2,3.5,True,none,,,1.0,,,[],,,,,,,,False
AZ,1,1,4.5,True,none,,,2.0,,,[],,,,,,,,False
NV,1,1,3.5,False,none,,,3.0,,,[],,,,,,,,False
NV,1,1,3.0,False,none,,,2.0,,,['lot'],,,,,,,,False
AZ,1,1,4.5,False,none,,,2.0,,,[],,,,,,,,False
QC,3,2,2.5,True,none,,,,,,[],,,,,,,,True
QC,3,2,4.5,True,none,,casual,2.0,,,,,,,,,False,,True
EDH,5,5,4.0,False,full_bar,,,2.0,,,,,True,,,,True,,False
NC,1,2,2.5,False,none,,casual,,,,[],,,,,,,,False
AZ,1,1,4.5,True,none,,,2.0,,,['lot'],,,,,,,,False
AZ,1,1,2.5,True,none,,,1.0,,,[],,,,,,,,False
QC,3,2,4.0,True,none,,,1.0,,,[],,,,,,,,False
NV,1,1,2.5,True,none,,,,True,,,,,,,[],,,False
NC,1,2,4.0,False,none,,,1.0,,,['lot'],,,,,,,,False
NV,1,1,3.5,True,none,,,2.0,,,[],,,,,,,,False
EDH,5,5,3.0,True,none,,,2.0,,,[],,,,,,,,False
WI,3,2,4.0,True,none,,,2.0,,,['lot'],,,,,,,,False
NV,1,1,2.5,True,none,,,3.0,,,[],,,,,,,,False
AZ,1,1,3.0,True,none,,,2.0,,,[],,,,,,,,False
WI,3,2,1.5,True,none,quiet,,,,,,,,,,[],,,False
NV,1,1,4.5,True,none,,,1.0,False,,[],,False,,,,,,False
NV,1,1,4.0,True,none,,casual,2.0,False,,,,,,,,True,,False
PA,2,2,3.5,True,none,,,2.0,,,['street'],,,,,,,,False
NC,1,2,3.5,True,none,quiet,,,False,,,,,,,,True,,False
